SuburbPostCodeKey,PostCodeNew,Suburb,City,State,State_Code,Latitude,Longitude,LatLong
"1108-Sydney","1108","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1109-Sydney","1109","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1110-Sydney","1110","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1112-Sydney","1112","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1113-Sydney","1113","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1114-Sydney","1114","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1115-Sydney","1115","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1118-Sydney","1118","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1119-Sydney","1119","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1120-Sydney","1120","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1121-Sydney","1121","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1122-Sydney","1122","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1123-Sydney","1123","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1124-Sydney","1124","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1125-Sydney","1125","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1126-Sydney","1126","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1127-Sydney","1127","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
"1128-Sydney","1128","Sydney","Sydney","New South Wales","NSW",-33.794883,151.268071,"-33.794883,151.268071"
