Train_StationName,Suburb,Street_Name,Street_Type,Entrance_Type,Latitude,Longitude,Exit_Number,TrainStation_ID,LatLong
"Casula","Casula","Casula","Rd","Stairs",-33.95004957,150.9121379,0,158,"-33.95004957,150.9121379"
"Casula","Casula","Casula","Rd","Stairs",-33.9503293,150.9116866,0,162,"-33.9503293,150.9116866"
"Chatswood","Chatswood","Orchard","Rd","Stairs",-33.79677523,151.1813805,0,180,"-33.79677523,151.1813805"
"Cheltenham","Cheltenham","Cheltenham","Rd","Stairs",-33.75539745,151.0781497,0,192,"-33.75539745,151.0781497"
"Cockle Creek","Cockle Creek","Lake","Rd","Stairs",-32.94246711,151.6244306,0,211,"-32.94246711,151.6244306"
"Como","Como","Railway","Rd","Stairs",-34.00454075,151.0683305,0,214,"-34.00454075,151.0683305"
"Como","Como","Railway","Rd","Stairs",-34.00437623,151.068248,0,215,"-34.00437623,151.068248"
"Cringila","Cringila","Central","Rd","Stairs",-34.46708061,150.8799583,0,229,"-34.46708061,150.8799583"
"Cringila","Cringila","Five Island","Rd","Stairs",-34.46737362,150.8782723,0,230,"-34.46737362,150.8782723"
"Croydon","Croydon","Paisley","Rd","Stairs",-33.8831857,151.1150828,0,235,"-33.8831857,151.1150828"
"Dora Creek","Dora Creek","Newport","Rd","Stairs",-33.08411433,151.5008644,0,249,"-33.08411433,151.5008644"
"Dora Creek","Dora Creek","Newport","Rd","Stairs",-33.08402158,151.500698,0,250,"-33.08402158,151.500698"
"Dulwich Grove LR","Dulwich Grove LR","New Canterbury","Rd","Stairs",-33.904761,151.1390021,0,253,"-33.904761,151.1390021"
"Dundas","Dundas","Kissing Point","Rd","Stairs",-33.80389499,151.0328954,0,259,"-33.80389499,151.0328954"
"East Hills","East Hills","Park","Rd","Stairs",-33.96164228,150.9843435,0,265,"-33.96164228,150.9843435"
"Emu Plains","Emu Plains","Old Bathurst","Rd","Stairs",-33.74577768,150.6714125,0,278,"-33.74577768,150.6714125"
"Epping","Epping","Beecroft","Rd","Stairs",-33.77284112,151.0818724,0,287,"-33.77284112,151.0818724"
"Epping","Epping","Beecroft","Rd","Stairs",-33.77291584,151.0816408,0,289,"-33.77291584,151.0816408"
"Fairy Meadow","Fairy Meadow","Elliotts","Rd","Stairs",-34.39509691,150.8965771,0,302,"-34.39509691,150.8965771"
"Fairy Meadow","Fairy Meadow","Elliotts","Rd","Stairs",-34.39505996,150.8964522,0,303,"-34.39505996,150.8964522"
"Gosford","Gosford","Showground","Rd","Stairs",-33.4233302,151.3414142,0,332,"-33.4233302,151.3414142"
"Green Square","Green Square","Botany","Rd","Stairs",-33.90596608,151.2030771,0,338,"-33.90596608,151.2030771"
"Green Square","Green Square","Botany","Rd","Stairs",-33.90581837,151.2030314,0,339,"-33.90581837,151.2030314"
"Guildford","Guildford","Military","Rd","Stairs",-33.85425733,150.9843285,0,349,"-33.85425733,150.9843285"
"Guildford","Guildford","Military","Rd","Stairs",-33.85433088,150.9842777,0,350,"-33.85433088,150.9842777"
"Gymea","Gymea","Gymea Bay","Rd","Stairs",-34.03487034,151.0851825,0,353,"-34.03487034,151.0851825"
"Hawkesbury River","Hawkesbury River","Danger","Rd","Stairs",-33.54700863,151.2267151,0,360,"-33.54700863,151.2267151"
"Hawkesbury River","Hawkesbury River","Danger","Rd","Stairs",-33.54710145,151.2265988,0,361,"-33.54710145,151.2265988"
"Helensburgh","Helensburgh","Tunnel","Rd","Stairs",-34.17714736,150.9940859,0,372,"-34.17714736,150.9940859"
"Hexham","Hexham","Maitland","Rd","Stairs",-32.8287522,151.68432,0,373,"-32.8287522,151.68432"
"Dulwich Hill","Dulwich Hill","Wardell","Rd","Stairs",-33.91105837,151.1411463,0,388,"-33.91105837,151.1411463"
"Hurstville","Hurstville","Forest","Rd","Stairs",-33.96703441,151.1028477,0,390,"-33.96703441,151.1028477"
"Ingleburn","Ingleburn","Ingleburn","Rd","Stairs",-33.99743831,150.8648758,0,395,"-33.99743831,150.8648758"
"Ingleburn","Ingleburn","Ingleburn","Rd","Stairs",-33.9978895,150.8643778,0,397,"-33.9978895,150.8643778"
"Ingleburn","Ingleburn","Stanley","Rd","Stairs",-33.99757653,150.8640104,0,399,"-33.99757653,150.8640104"
"Jubilee Park LR","Jubilee Park LR","Chapman","Rd","Stairs",-33.87532035,151.1786149,0,408,"-33.87532035,151.1786149"
"Katoomba","Katoomba","Bathurst","Rd","Stairs",-33.71225211,150.3117845,0,414,"-33.71225211,150.3117845"
"Kingsgrove","Kingsgrove","Kingsgrove","Rd","Stairs",-33.94037591,151.1010846,0,422,"-33.94037591,151.1010846"
"Kingsgrove","Kingsgrove","Kingsgrove","Rd","Stairs",-33.94045759,151.1008569,0,424,"-33.94045759,151.1008569"
"Kingswood","Kingswood","Richmond","Rd","Stairs",-33.75823344,150.7201166,0,427,"-33.75823344,150.7201166"
"Lapstone","Lapstone","Explorers","Rd","Stairs",-33.77355931,150.6426108,0,444,"-33.77355931,150.6426108"
"Leppingon","Leppingon","Rickard","Rd","Stairs",-33.95443956,150.8082668,0,454,"-33.95443956,150.8082668"
"Leumeah","Leumeah","Old Leumeah","Rd","Stairs",-34.05081332,150.8307025,0,459,"-34.05081332,150.8307025"
"Leumeah","Leumeah","O'Sullivan","Rd","Stairs",-34.05089506,150.830574,0,460,"-34.05089506,150.830574"
"Linden","Linden","Burke","Rd","Stairs",-33.71474436,150.5043663,0,477,"-33.71474436,150.5043663"
"Lysaghts","Lysaghts","Recycling","Rd","Stairs",-34.4548118,150.8752141,0,498,"-34.4548118,150.8752141"
"Macarthur","Macarthur","Menangle","Rd","Stairs",-34.07255383,150.7971598,0,501,"-34.07255383,150.7971598"
"Macarthur","Macarthur","Menangle","Rd","Stairs",-34.0722662,150.7970753,0,502,"-34.0722662,150.7970753"
"Marayong","Marayong","Harvey","Rd","Stairs",-33.74622068,150.9003117,0,515,"-33.74622068,150.9003117"
"Marrickville","Marrickville","Illawarra","Rd","Stairs",-33.91375714,151.1532248,0,521,"-33.91375714,151.1532248"
"Marrickville","Marrickville","Illawarra","Rd","Stairs",-33.91386322,151.1531385,0,524,"-33.91386322,151.1531385"
"Meadowbank","Meadowbank","Constitution","Rd","Stairs",-33.81579505,151.0902088,0,538,"-33.81579505,151.0902088"
"Minto","Minto","Minto","Rd","Stairs",-34.02750455,150.8426006,0,564,"-34.02750455,150.8426006"
"Miranda","Miranda","Kiora","Rd","Stairs",-34.036075,151.1019708,0,570,"-34.036075,151.1019708"
"Niagara Park","Niagara Park","Kathleen Morreau","Rd","Stairs",-33.38322824,151.3545729,0,625,"-33.38322824,151.3545729"
"Oatley","Oatley","River","Rd","Stairs",-33.98000494,151.0789686,0,646,"-33.98000494,151.0789686"
"Otford","Otford","Lady Carrington","Rd","Stairs",-34.21052602,151.0059083,0,661,"-34.21052602,151.0059083"
"Otford","Otford","Station","Rd","Stairs",-34.21109272,151.0055047,0,663,"-34.21109272,151.0055047"
"Pennant Hills","Pennant Hills","Yarrara","Rd","Stairs",-33.73772306,151.0725732,0,694,"-33.73772306,151.0725732"
"Penshurst","Penshurst","Bridge","Rd","Stairs",-33.96608121,151.0888374,0,704,"-33.96608121,151.0888374"
"Penshurst","Penshurst","Laycock","Rd","Stairs",-33.96631991,151.0887138,0,706,"-33.96631991,151.0887138"
"Punchbowl","Punchbowl","Punchbowl","Rd","Stairs",-33.92525226,151.0555798,0,720,"-33.92525226,151.0555798"
"Quakers Hill","Quakers Hill","Pearce","Rd","Stairs",-33.72721559,150.8862174,0,726,"-33.72721559,150.8862174"
"Regents Park","Regents Park","Park","Rd","Stairs",-33.88311577,151.0237932,0,733,"-33.88311577,151.0237932"
"Rhodes","Rhodes","Blaxland","Rd","Stairs",-33.83067679,151.0872367,0,739,"-33.83067679,151.0872367"
"Riverwood","Riverwood","Belmore","Rd","Stairs",-33.95160087,151.0525497,0,749,"-33.95160087,151.0525497"
"Sefton","Sefton","Wellington","Rd","Stairs",-33.88543207,151.0116221,0,780,"-33.88543207,151.0116221"
"Springwood","Springwood","Macquarie","Rd","Stairs",-33.69918984,150.5636973,0,793,"-33.69918984,150.5636973"
"St James","St James","James","Rd","Stairs",-33.86992775,151.2114985,0,796,"-33.86992775,151.2114985"
"St Marys","St Marys","Forrester","Rd","Stairs",-33.76188001,150.7749259,0,808,"-33.76188001,150.7749259"
"Strathfield","Strathfield","Everton","Rd","Stairs",-33.87134403,151.0944811,0,817,"-33.87134403,151.0944811"
"Tarro","Tarro","Woodberry","Rd","Stairs",-32.80882092,151.6694636,0,834,"-32.80882092,151.6694636"
"Tarro","Tarro","Woodberry","Rd","Stairs",-32.80889516,151.6693728,0,835,"-32.80889516,151.6693728"
"Taverners Hill LR","Taverners Hill LR","Parramatta","Rd","Stairs",-33.88963067,151.1450837,0,842,"-33.88963067,151.1450837"
"Taverners Hill LR","Taverners Hill LR","Parramatta","Rd","Stairs",-33.8898685,151.1450731,0,843,"-33.8898685,151.1450731"
"Telopea","Telopea","Adderton","Rd","Stairs",-33.79411509,151.0411954,0,850,"-33.79411509,151.0411954"
"Unanderra","Unanderra","Berkeley","Rd","Stairs",-34.45512841,150.8460834,0,888,"-34.45512841,150.8460834"
"Unanderra","Unanderra","Berkeley","Rd","Stairs",-34.45480327,150.8454954,0,889,"-34.45480327,150.8454954"
"Wyee","Wyee","Gorokan","Rd","Stairs",-33.180164,151.4868566,0,986,"-33.180164,151.4868566"
"Yennora","Yennora","Nelson","Rd","Stairs",-33.86462082,150.9709456,0,1006,"-33.86462082,150.9709456"
"Zig Zag","Zig Zag","Bells","Rd","Stairs",-33.47184198,150.2021194,0,1010,"-33.47184198,150.2021194"
"Adamstown","Adamstown","Park","Ave","Path",-32.9337056,151.7204518,0,3,"-32.9337056,151.7204518"
"Adamstown","Adamstown","Park","Ave","Path",-32.93382729,151.7202364,0,6,"-32.93382729,151.7202364"
"Bardwell Park","Bardwell Park","Hartill Law","Ave","Stairs",-33.93137824,151.125379,0,45,"-33.93137824,151.125379"
"Bargo","Bargo","Railside","Ave","Ramp",-34.29100778,150.5800205,0,48,"-34.29100778,150.5800205"
"Bargo","Bargo","Railside","Ave","Path",-34.29104476,150.5800077,0,49,"-34.29104476,150.5800077"
"Beresfield","Beresfield","Lawson","Ave","Stairs",-32.79940714,151.6585784,0,60,"-32.79940714,151.6585784"
"Bulli","Bulli","Franklin","Ave","Path",-34.33428666,150.9149143,0,111,"-34.33428666,150.9149143"
"Camellia","Camellia","Grand","Ave","Ramp",-33.81918103,151.024141,0,124,"-33.81918103,151.024141"
"Canley Vale","Canley Vale","First","Ave","Stairs",-33.88744308,150.9436897,0,134,"-33.88744308,150.9436897"
"Canley Vale","Canley Vale","First","Ave","Ramp",-33.88746282,150.9436297,0,135,"-33.88746282,150.9436297"
"Carlingford","Carlingford","Lloyds","Ave","Path",-33.78217116,151.047273,0,146,"-33.78217116,151.047273"
"Carlingford","Carlingford","Lloyds","Ave","Ramp",-33.78270924,151.046786,0,148,"-33.78270924,151.046786"
"Carlingford","Carlingford","Lloyds","Ave","Path",-33.78287488,151.0466571,0,149,"-33.78287488,151.0466571"
"Carramar","Carramar","Carramar","Ave","Path",-33.88431636,150.9605645,0,157,"-33.88431636,150.9605645"
"Central","Central","Eddy","Ave","Stairs",-33.88210298,151.2061254,0,174,"-33.88210298,151.2061254"
"Central","Central","Eddy","Ave","Escalators",-33.88213747,151.2060987,0,175,"-33.88213747,151.2060987"
"Coniston","Coniston","Gladsone","Ave","Ramp",-34.43796566,150.884845,0,223,"-34.43796566,150.884845"
"Domestic","Domestic","Keith Smith","Ave","Stairs",-33.93362671,151.1805736,0,241,"-33.93362671,151.1805736"
"Domestic","Domestic","Keith Smith","Ave","Lift",-33.93356911,151.1805681,0,242,"-33.93356911,151.1805681"
"Domestic","Domestic","Keith Smith","Ave","Stairs",-33.93400809,151.1801419,0,243,"-33.93400809,151.1801419"
"Domestic","Domestic","Keith Smith","Ave","Escalators",-33.93400343,151.1801133,0,244,"-33.93400343,151.1801133"
"Domestic","Domestic","Keith Smith","Ave","Lift",-33.93398698,151.1800496,0,245,"-33.93398698,151.1800496"
"Gordon","Gordon","Werona","Ave","Ramp",-33.75598413,151.1548641,0,325,"-33.75598413,151.1548641"
"Gordon","Gordon","Werona","Ave","Ramp",-33.75535054,151.154396,0,326,"-33.75535054,151.154396"
"Gordon","Gordon","St Johns","Ave","Stairs",-33.75612016,151.1541758,0,327,"-33.75612016,151.1541758"
"Gordon","Gordon","St Johns","Ave","Ramp",-33.75596499,151.1540965,0,328,"-33.75596499,151.1540965"
"Jannali","Jannali","Mitchell","Ave","Ramp",-34.01599453,151.0643704,0,405,"-34.01599453,151.0643704"
"Killara","Killara","Werona","Ave","Stairs",-33.76569485,151.1620999,0,417,"-33.76569485,151.1620999"
"Killara","Killara","Culworth","Ave","Stairs",-33.76585281,151.1617973,0,418,"-33.76585281,151.1617973"
"Kotara","Kotara","Park","Ave","Stairs",-32.94176982,151.6980592,0,438,"-32.94176982,151.6980592"
"Lawson","Lawson","Honour","Ave","Ramp",-33.71950783,150.4304172,0,445,"-33.71950783,150.4304172"
"Lindfield","Lindfield","Lindfield","Ave","Stairs",-33.77565442,151.1695097,0,478,"-33.77565442,151.1695097"
"Lindfield","Lindfield","Lindfield","Ave","Stairs",-33.77528844,151.1693856,0,479,"-33.77528844,151.1693856"
"Lindfield","Lindfield","Lindfield","Ave","Ramp",-33.77526721,151.1693706,0,480,"-33.77526721,151.1693706"
"Lindfield","Lindfield","Lindfield","Ave","Stairs",-33.77508734,151.1692302,0,482,"-33.77508734,151.1692302"
"Loftus","Loftus","Loftus","Ave","Ramp",-34.04545425,151.0512098,0,497,"-34.04545425,151.0512098"
"Martins Creek","Martins Creek","Grace","Ave","Ramp",-32.55848164,151.618412,0,531,"-32.55848164,151.618412"
"Menangle Park","Menangle Park","Racecourse","Ave","Ramp",-34.10338167,150.7450798,0,545,"-34.10338167,150.7450798"
"Mortdale","Mortdale","Coleborne","Ave","Lift",-33.97112283,151.0810841,0,580,"-33.97112283,151.0810841"
"Mortdale","Mortdale","Coleborne","Ave","Stairs",-33.97123984,151.081009,0,581,"-33.97123984,151.081009"
"Mount Druitt","Mount Druitt","Beames","Ave","Lift",-33.76977783,150.8201693,0,591,"-33.76977783,150.8201693"
"Mount Druitt","Mount Druitt","Beames","Ave","Ramp",-33.7699575,150.8201085,0,593,"-33.7699575,150.8201085"
"Mount Druitt","Mount Druitt","Beames","Ave","Stairs",-33.76975925,150.819919,0,594,"-33.76975925,150.819919"
"Mount Kurring-gai","Mount Kurring-gai","Harwood","Ave","Stairs",-33.65382765,151.1370126,0,598,"-33.65382765,151.1370126"
"Mount Kurring-gai","Mount Kurring-gai","Harwood","Ave","Ramp",-33.65382377,151.1369886,0,599,"-33.65382377,151.1369886"
"Niagara Park","Niagara Park","Washington","Ave","Stairs",-33.3830702,151.3544041,0,626,"-33.3830702,151.3544041"
"Olympic Park","Olympic Park","Dawn Fraser","Ave","Path",-33.84647873,151.0702876,0,649,"-33.84647873,151.0702876"
"Olympic Park","Olympic Park","Murray Rose","Ave","Path",-33.84608649,151.0700814,0,650,"-33.84608649,151.0700814"
"Olympic Park","Olympic Park","Dawn Fraser","Ave","Path",-33.84656636,151.0700461,0,651,"-33.84656636,151.0700461"
"Olympic Park","Olympic Park","Murray Rose","Ave","Stairs",-33.84617394,151.0698287,0,652,"-33.84617394,151.0698287"
"Olympic Park","Olympic Park","Dawn Fraser","Ave","Stairs",-33.84670627,151.0695564,0,653,"-33.84670627,151.0695564"
"Olympic Park","Olympic Park","Murray Rose","Ave","Ramp",-33.84634363,151.0694956,0,654,"-33.84634363,151.0694956"
"Olympic Park","Olympic Park","Dawn Fraser","Ave","Path",-33.84678557,151.0694563,0,655,"-33.84678557,151.0694563"
"Olympic Park","Olympic Park","Murray Rose","Ave","Stairs",-33.84639347,151.0693911,0,656,"-33.84639347,151.0693911"
"Olympic Park","Olympic Park","Murray Rose","Ave","Lift",-33.84639439,151.0692489,0,657,"-33.84639439,151.0692489"
"Olympic Park","Olympic Park","Dawn Fraser","Ave","Path",-33.84686907,151.0692157,0,658,"-33.84686907,151.0692157"
"Olympic Park","Olympic Park","Murray Rose","Ave","Stairs",-33.84647994,151.0690066,0,659,"-33.84647994,151.0690066"
"Panania","Panania","Anderson","Ave","Ramp",-33.95413352,150.9982975,0,675,"-33.95413352,150.9982975"
"Pendle Hill","Pendle Hill","Wentworth","Ave","Ramp",-33.80167682,150.9570035,0,687,"-33.80167682,150.9570035"
"Pendle Hill","Pendle Hill","Wentworth","Ave","Stairs",-33.80127175,150.956549,0,688,"-33.80127175,150.956549"
"Penrith","Penrith","Combewood","Ave","Stairs",-33.74985862,150.6965761,0,697,"-33.74985862,150.6965761"
"Penrith","Penrith","Combewood","Ave","Lift",-33.74985115,150.6965045,0,698,"-33.74985115,150.6965045"
"Point Clare","Point Clare","Kurrawa","Ave","Stairs",-33.44630072,151.3285267,0,714,"-33.44630072,151.3285267"
"Revesby","Revesby","Marco","Ave","Lift",-33.95235886,151.0153198,0,736,"-33.95235886,151.0153198"
"Revesby","Revesby","Marco","Ave","Stairs",-33.95231174,151.0152774,0,737,"-33.95231174,151.0152774"
"Rooty Hill","Rooty Hill","Beames","Ave","Stairs",-33.77188219,150.8444618,0,755,"-33.77188219,150.8444618"
"Rooty Hill","Rooty Hill","Beames","Ave","Ramp",-33.77201339,150.844247,0,757,"-33.77201339,150.844247"
"Sydenham","Sydenham","Gleeson","Ave","Lift",-33.91491191,151.1661011,0,829,"-33.91491191,151.1661011"
"Sydenham","Sydenham","Gleeson","Ave","Path",-33.9148634,151.1660472,0,830,"-33.9148634,151.1660472"
"Toongabbie","Toongabbie","Wentworth","Ave","Ramp",-33.78699939,150.9516071,0,868,"-33.78699939,150.9516071"
"Villawood","Villawood","River","Ave","Stairs",-33.88074082,150.9773471,0,896,"-33.88074082,150.9773471"
"Wahroonga","Wahroonga","Redleaf","Ave","Stairs",-33.71800187,151.1175185,0,898,"-33.71800187,151.1175185"
"Waitara","Waitara","Waitara","Ave","Stairs",-33.71065655,151.1049153,0,900,"-33.71065655,151.1049153"
"Warrawee","Warrawee","Warrawee","Ave","Path",-33.72439373,151.1220398,0,910,"-33.72439373,151.1220398"
"Warrawee","Warrawee","Heydon","Ave","Path",-33.72454128,151.1217229,0,911,"-33.72454128,151.1217229"
"Warwick Farm","Warwick Farm","Remembrance","Ave","Lift",-33.91324659,150.9349959,0,919,"-33.91324659,150.9349959"
"Warwick Farm","Warwick Farm","Remembrance","Ave","Stairs",-33.91347354,150.9349611,0,920,"-33.91347354,150.9349611"
"Wentworthville","Wentworthville","Wentworth","Ave","Stairs",-33.80686889,150.9725242,0,928,"-33.80686889,150.9725242"
"Wentworthville","Wentworthville","Wentworth","Ave","Ramp",-33.80667668,150.971932,0,930,"-33.80667668,150.971932"
"Westmead","Westmead","Alexandria","Ave","Stairs",-33.80870858,150.9878707,0,942,"-33.80870858,150.9878707"
"Westmead","Westmead","Alexandria","Ave","Ramp",-33.80864182,150.9876577,0,944,"-33.80864182,150.9876577"
"Wollstonecraft","Wollstonecraft","Milray","Ave","Path",-33.831467429999996,151.1915732,0,967,"-33.831467429999996,151.1915732"
"Wombarra","Wombarra","Morrison","Ave","Stairs",-34.27545316,150.9536753,0,968,"-34.27545316,150.9536753"
"Wombarra","Wombarra","Morrison","Ave","Stairs",-34.27530416,150.9535083,0,969,"-34.27530416,150.9535083"
"Albion Park","Albion Park","Princes","Hwy","Ramp",-34.56350712,150.7991893,0,8,"-34.56350712,150.7991893"
"Albion Park","Albion Park","Princes","Hwy","Stairs",-34.56293995,150.798574,0,9,"-34.56293995,150.798574"
"Albion Park","Albion Park","Princes","Hwy","Ramp",-34.56278202,150.7984185,0,10,"-34.56278202,150.7984185"
"Allawah","Allawah","Roberts","Lane","Ramp",-33.969537269999996,151.1146945,0,12,"-33.969537269999996,151.1146945"
"Allawah","Allawah","Roberts","Lane","Stairs",-33.96949011,151.1145667,0,13,"-33.96949011,151.1145667"
"Arncliffe","Arncliffe","The Arcade","NA","Stairs",-33.93692447,151.1474278,0,18,"-33.93692447,151.1474278"
"Arncliffe","Arncliffe","The Arcade","NA","Lift",-33.93696302,151.1474227,0,19,"-33.93696302,151.1474227"
"Artarmon","Artarmon","Valetta","Lane","Ramp",-33.80823377,151.1847419,0,22,"-33.80823377,151.1847419"
"Asquith","Asquith","Pacific","Hwy","Ramp",-33.68848916,151.1079991,0,30,"-33.68848916,151.1079991"
"Auburn","Auburn","South","Pde","Stairs",-33.849663,151.0329192,0,32,"-33.849663,151.0329192"
"Auburn","Auburn","South","Pde","Ramp",-33.84946375,151.0327209,0,33,"-33.84946375,151.0327209"
"Bankstown","Bankstown","North","Tce","Ramp",-33.91768635,151.0342697,0,42,"-33.91768635,151.0342697"
"Bankstown","Bankstown","Bankstown City","Plza","Path",-33.91805216,151.03411,0,43,"-33.91805216,151.03411"
"Bankstown","Bankstown","Bankstown City","Plza","Path",-33.91778824,151.0337625,0,44,"-33.91778824,151.0337625"
"Beecroft","Beecroft","Wongala","Cres","Path",-33.74904472,151.0663377,0,51,"-33.74904472,151.0663377"
"Beecroft","Beecroft","Wongala","Cres","Path",-33.74923381,151.0662247,0,52,"-33.74923381,151.0662247"
"Bellambi","Bellambi","Bellambi","Lane","Ramp",-34.36261281,150.9101311,0,55,"-34.36261281,150.9101311"
"Berowra","Berowra","Pacific","Hwy","Ramp",-33.62291449,151.1535638,0,63,"-33.62291449,151.1535638"
"Berowra","Berowra","Pacific","Hwy","Ramp",-33.62300205,151.1531421,0,64,"-33.62300205,151.1531421"
"Blackheath","Blackheath","Great Western","Hwy","Stairs",-33.63397248,150.2845903,0,71,"-33.63397248,150.2845903"
"Blaxland","Blaxland","Wilson","Way","Lift",-33.74369934,150.6099627,0,82,"-33.74369934,150.6099627"
"Blaxland","Blaxland","Wilson","Way","Stairs",-33.74366205,150.6098058,0,83,"-33.74366205,150.6098058"
"Blaxland","Blaxland","Great Western","Hwy","Stairs",-33.7438036,150.6096862,0,84,"-33.7438036,150.6096862"
"Blaxland","Blaxland","Great Western","Hwy","Ramp",-33.74411767,150.6093887,0,85,"-33.74411767,150.6093887"
"Blaxland","Blaxland","Great Western","Hwy","Stairs",-33.74404944,150.6093287,0,86,"-33.74404944,150.6093287"
"Bombo","Bombo","Princes","Hwy","Stairs",-34.65868669,150.8537686,0,88,"-34.65868669,150.8537686"
"Bombo","Bombo","Princes","Hwy","Ramp",-34.65885576,150.8537564,0,89,"-34.65885576,150.8537564"
"Bullaburra","Bullaburra","Great Western","Hwy","Ramp",-33.72351988,150.4152013,0,107,"-33.72351988,150.4152013"
"Caringbah","Caringbah","Kingsway","NA","Lift",-34.04162513,151.1219142,0,144,"-34.04162513,151.1219142"
"Caringbah","Caringbah","Kingsway","NA","Stairs",-34.04157881,151.121856,0,145,"-34.04157881,151.121856"
"Carlton","Carlton","Carlton","Pde","Lift",-33.96801021,151.1243905,0,152,"-33.96801021,151.1243905"
"Carlton","Carlton","Carlton","Pde","Stairs",-33.96809212,151.1242377,0,154,"-33.96809212,151.1242377"
"Carlton","Carlton","Carlton","Pde","Ramp",-33.96798067,151.1241795,0,155,"-33.96798067,151.1241795"
"Carramar","Carramar","Sandal","Cres","Path",-33.88476847,150.9607298,0,156,"-33.88476847,150.9607298"
"Chatswood","Chatswood","Post Office","Lane","Stairs",-33.79722746,151.1814421,0,178,"-33.79722746,151.1814421"
"Chatswood","Chatswood","Post Office","Lane","Escalators",-33.79718558,151.1814287,0,179,"-33.79718558,151.1814287"
"Chatswood","Chatswood","Post Office","Lane","Lift",-33.79717607,151.1813031,0,182,"-33.79717607,151.1813031"
"Chatswood","Chatswood","Thomas","Lane","Lift",-33.7979301,151.1806933,0,187,"-33.7979301,151.1806933"
"Coalcliff","Coalcliff","Lawrence Hargrave","Dr","Stairs",-34.24253571,150.977052,0,210,"-34.24253571,150.977052"
"Como","Como","Como","Pde","Ramp",-34.00447157,151.0676891,0,216,"-34.00447157,151.0676891"
"Convention Centre LR","Convention Centre LR","Darling","Dr","Ramp",-33.87286403,151.1981517,0,224,"-33.87286403,151.1981517"
"Corrimal","Corrimal","Duff","Pde","Path",-34.37549456,150.9051489,0,225,"-34.37549456,150.9051489"
"Cowan","Cowan","Pacific","Hwy","Ramp",-33.59298034,151.171638,0,227,"-33.59298034,151.171638"
"Cowan","Cowan","Pacific","Hwy","Ramp",-33.5937893,151.1715651,0,228,"-33.5937893,151.1715651"
"Denistone","Denistone","Gordon","Cres","Path",-33.79951928,151.0867539,0,240,"-33.79951928,151.0867539"
"Doonside","Doonside","School","Pde","Ramp",-33.76401541,150.8692816,0,246,"-33.76401541,150.8692816"
"Dulwich Hill LR","Dulwich Hill LR","Bedford","Cres","Stairs",-33.9106718,151.1405847,0,255,"-33.9106718,151.1405847"
"Dulwich Hill LR","Dulwich Hill LR","Bedford","Cres","Lift",-33.9106266,151.1405558,0,256,"-33.9106266,151.1405558"
"East Hills","East Hills","Thompson","Lane","Path",-33.96201112,150.9847269,0,263,"-33.96201112,150.9847269"
"Eastwood","Eastwood","West","Pde","Lift",-33.79014905,151.0820022,0,273,"-33.79014905,151.0820022"
"Eastwood","Eastwood","West","Pde","Path",-33.79014802,151.0819726,0,274,"-33.79014802,151.0819726"
"Edmondson Park","Edmondson Park","Soliders","Pde","Lift",-33.96930476,150.8588642,0,276,"-33.96930476,150.8588642"
"Edmondson Park","Edmondson Park","Soliders","Pde","Stairs",-33.96936246,150.8588449,0,277,"-33.96936246,150.8588449"
"Engadine","Engadine","Princes","Hwy","Ramp",-34.06753979,151.0148428,0,282,"-34.06753979,151.0148428"
"Engadine","Engadine","Princes","Hwy","Ramp",-34.06719539,151.0147353,0,283,"-34.06719539,151.0147353"
"Engadine","Engadine","Princes","Hwy","Lift",-34.06776904,151.0146815,0,284,"-34.06776904,151.0146815"
"Engadine","Engadine","Princes","Hwy","Lift",-34.06738183,151.0145516,0,285,"-34.06738183,151.0145516"
"Epping","Epping","Langston","Pl","Path",-33.77254801,151.0822785,0,286,"-33.77254801,151.0822785"
"Exhibition Centre LR","Exhibition Centre LR","Darling","Dr","Ramp",-33.87677819,151.1994751,0,294,"-33.87677819,151.1994751"
"Fairfield","Fairfield","The Crescent","NA","Path",-33.87228222,150.9568998,0,298,"-33.87228222,150.9568998"
"Fairfield","Fairfield","The Crescent","NA","Stairs",-33.87238918,150.9568642,0,299,"-33.87238918,150.9568642"
"Fairfield","Fairfield","The Crescent","NA","Lift",-33.87249718,150.956712,0,301,"-33.87249718,150.956712"
"Fassifern","Fassifern","Tucker","Cl","Ramp",-32.98567466,151.5812081,0,304,"-32.98567466,151.5812081"
"Fassifern","Fassifern","Tucker","Cl","Stairs",-32.98568106,151.5811753,0,305,"-32.98568106,151.5811753"
"Fassifern","Fassifern","Tucker","Cl","Ramp",-32.98557663,151.5808417,0,306,"-32.98557663,151.5808417"
"Faulconbridge","Faulconbridge","Great Western","Hwy","Ramp",-33.69681647,150.5349352,0,307,"-33.69681647,150.5349352"
"Faulconbridge","Faulconbridge","Great Western","Hwy","Stairs",-33.69678014,150.5349261,0,308,"-33.69678014,150.5349261"
"Faulconbridge","Faulconbridge","Great Western","Hwy","Stairs",-33.69654047,150.534819,0,309,"-33.69654047,150.534819"
"Faulconbridge","Faulconbridge","Great Western","Hwy","Stairs",-33.69633199,150.534567,0,310,"-33.69633199,150.534567"
"Faulconbridge","Faulconbridge","Great Western","Hwy","Ramp",-33.69636984,150.5344309,0,311,"-33.69636984,150.5344309"
"Flemington","Flemington","The Crescent","NA","Stairs",-33.86515478,151.0706765,0,314,"-33.86515478,151.0706765"
